"response_id","covid_restrictions_rating","covidclean_consideration"
"GEN24_1020042","2 - Not very","Not sure"
"GEN24_1020045","1 - Not at all","1 - Never"
"GEN24_1020050","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020051","1 - Not at all","1 - Never"
"GEN24_1020059","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1020072","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020081","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020086","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020089","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020109","1 - Not at all","1 - Never"
"GEN24_1020110","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020124","1 - Not at all","2 - Sometimes"
"GEN24_1020132","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020134","1 - Not at all","Not sure"
"GEN24_1020135","1 - Not at all","1 - Never"
"GEN24_1020147","1 - Not at all","2 - Sometimes"
"GEN24_1020152","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020165","1 - Not at all","1 - Never"
"GEN24_1020174","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020176","2 - Not very","1 - Never"
"GEN24_1020181","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020191","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020195","Don't know","Not sure"
"GEN24_1020201","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1020203","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1020207","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020208","4 - Very","1 - Never"
"GEN24_1020213","4 - Very","3 - Most of the time"
"GEN24_1020214","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020216","2 - Not very","1 - Never"
"GEN24_1020224","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020233","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020235","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020237","2 - Not very","1 - Never"
"GEN24_1020243","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020246","1 - Not at all","1 - Never"
"GEN24_1020251","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020254","1 - Not at all","1 - Never"
"GEN24_1020257","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020270","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020271","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020276","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020279","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020290","1 - Not at all","1 - Never"
"GEN24_1020296","2 - Not very","2 - Sometimes"
"GEN24_1020300","1 - Not at all","1 - Never"
"GEN24_1020305","1 - Not at all","1 - Never"
"GEN24_1020306","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020307","2 - Not very","1 - Never"
"GEN24_1020310","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020326","1 - Not at all","1 - Never"
"GEN24_1020327","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020332","1 - Not at all","2 - Sometimes"
"GEN24_1020338","1 - Not at all","1 - Never"
"GEN24_1020343","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020345","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020349","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020355","4 - Very","1 - Never"
"GEN24_1020359","2 - Not very","2 - Sometimes"
"GEN24_1020360","3 - Fairly","1 - Never"
"GEN24_1020364","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020365","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020366","2 - Not very","4 - Always"
"GEN24_1020369","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020376","1 - Not at all","1 - Never"
"GEN24_1020387","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020389","1 - Not at all","1 - Never"
"GEN24_1020394","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020396","1 - Not at all","1 - Never"
"GEN24_1020407","1 - Not at all","1 - Never"
"GEN24_1020421","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020424","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020433","2 - Not very","2 - Sometimes"
"GEN24_1020436","1 - Not at all","1 - Never"
"GEN24_1020447","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020453","1 - Not at all","Not sure"
"GEN24_1020455","1 - Not at all","1 - Never"
"GEN24_1020457","1 - Not at all","1 - Never"
"GEN24_1020460","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020463","1 - Not at all","1 - Never"
"GEN24_1020468","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020474","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020476","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020478","1 - Not at all","1 - Never"
"GEN24_1020480","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020482","1 - Not at all","1 - Never"
"GEN24_1020484","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1020497","1 - Not at all","2 - Sometimes"
"GEN24_1020505","1 - Not at all","1 - Never"
"GEN24_1020518","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020519","1 - Not at all","2 - Sometimes"
"GEN24_1020531","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020534","1 - Not at all","1 - Never"
"GEN24_1020538","2 - Not very","1 - Never"
"GEN24_1020539","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020550","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1020552","1 - Not at all","2 - Sometimes"
"GEN24_1020553","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1020555","2 - Not very","2 - Sometimes"
"GEN24_1020557","2 - Not very","2 - Sometimes"
"GEN24_1020558","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020560","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020561","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020563","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020566","2 - Not very","2 - Sometimes"
"GEN24_1020569","4 - Very","2 - Sometimes"
"GEN24_1020570","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020572","4 - Very","3 - Most of the time"
"GEN24_1020578","1 - Not at all","2 - Sometimes"
"GEN24_1020586","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020600","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1020601","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020604","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020606","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020610","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020611","1 - Not at all","2 - Sometimes"
"GEN24_1020617","1 - Not at all","1 - Never"
"GEN24_1020635","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020636","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020640","2 - Not very","2 - Sometimes"
"GEN24_1020647","1 - Not at all","1 - Never"
"GEN24_1020650","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020660","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020676","1 - Not at all","2 - Sometimes"
"GEN24_1020677","1 - Not at all","1 - Never"
"GEN24_1020678","1 - Not at all","3 - Most of the time"
"GEN24_1020680","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020681","1 - Not at all","1 - Never"
"GEN24_1020685","1 - Not at all","3 - Most of the time"
"GEN24_1020686","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020688","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1020689","1 - Not at all","1 - Never"
"GEN24_1020690","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020691","2 - Not very","1 - Never"
"GEN24_1020693","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020697","1 - Not at all","1 - Never"
"GEN24_1020698","2 - Not very","1 - Never"
"GEN24_1020699","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020700","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020703","1 - Not at all","4 - Always"
"GEN24_1020704","3 - Fairly","3 - Most of the time"
"GEN24_1020717","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020721","1 - Not at all","1 - Never"
"GEN24_1020733","1 - Not at all","1 - Never"
"GEN24_1020737","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020741","2 - Not very","Not sure"
"GEN24_1020745","1 - Not at all","1 - Never"
"GEN24_1020746","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020750","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020751","1 - Not at all","Not sure"
"GEN24_1020754","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020764","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020767","2 - Not very","2 - Sometimes"
"GEN24_1020768","1 - Not at all","1 - Never"
"GEN24_1020770","1 - Not at all","1 - Never"
"GEN24_1020771","1 - Not at all","1 - Never"
"GEN24_1020774","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020789","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020791","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020793","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020797","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020799","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020801","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020802","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020811","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020814","2 - Not very","3 - Most of the time"
"GEN24_1020815","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020821","1 - Not at all","1 - Never"
"GEN24_1020827","1 - Not at all","1 - Never"
"GEN24_1020829","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020831","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020835","1 - Not at all","1 - Never"
"GEN24_1020836","1 - Not at all","1 - Never"
"GEN24_1020839","1 - Not at all","1 - Never"
"GEN24_1020847","1 - Not at all","1 - Never"
"GEN24_1020848","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020855","1 - Not at all","1 - Never"
"GEN24_1020858","1 - Not at all","1 - Never"
"GEN24_1020859","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020875","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020880","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020881","1 - Not at all","Not sure"
"GEN24_1020887","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020888","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020889","2 - Not very","1 - Never"
"GEN24_1020892","1 - Not at all","1 - Never"
"GEN24_1020899","2 - Not very","Not sure"
"GEN24_1020904","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1020906","1 - Not at all","1 - Never"
"GEN24_1020920","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020922","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1020926","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020927","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1020930","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1020931","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1020933","1 - Not at all","Not sure"
"GEN24_1020935","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1020941","1 - Not at all","1 - Never"
"GEN24_1020948","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020949","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020950","1 - Not at all","4 - Always"
"GEN24_1020954","1 - Not at all","Not sure"
"GEN24_1020956","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020957","1 - Not at all","1 - Never"
"GEN24_1020959","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020970","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020974","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020976","2 - Not very","1 - Never"
"GEN24_1020978","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020979","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1020985","2 - Not very","2 - Sometimes"
"GEN24_1020996","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021003","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1021022","1 - Not at all","1 - Never"
"GEN24_1021031","4 - Very","Not sure"
"GEN24_1021034","4 - Very","1 - Never"
"GEN24_1021038","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021039","1 - Not at all","1 - Never"
"GEN24_1021048","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021050","1 - Not at all","2 - Sometimes"
"GEN24_1021052","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021056","3 - Fairly","2 - Sometimes"
"GEN24_1021061","1 - Not at all","1 - Never"
"GEN24_1021063","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1021067","1 - Not at all","2 - Sometimes"
"GEN24_1021073","2 - Not very","4 - Always"
"GEN24_1021077","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1021078","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021079","2 - Not very","1 - Never"
"GEN24_1021096","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1021098","1 - Not at all","1 - Never"
"GEN24_1021101","2 - Not very","2 - Sometimes"
"GEN24_1021114","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1021117","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021119","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021126","1 - Not at all","1 - Never"
"GEN24_1021131","1 - Not at all","1 - Never"
"GEN24_1021133","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021136","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1021139","1 - Not at all","1 - Never"
"GEN24_1021147","2 - Not very","2 - Sometimes"
"GEN24_1021151","1 - Not at all","1 - Never"
"GEN24_1021152","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021161","1 - Not at all","4 - Always"
"GEN24_1021167","2 - Not very","4 - Always"
"GEN24_1021173","1 - Not at all","1 - Never"
"GEN24_1021176","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021180","1 - Not at all","Not sure"
"GEN24_1021182","1 - Not at all","1 - Never"
"GEN24_1021187","1 - Not at all","1 - Never"
"GEN24_1021193","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021194","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021201","1 - Not at all","1 - Never"
"GEN24_1021204","1 - Not at all","2 - Sometimes"
"GEN24_1021206","2 - Not very","3 - Most of the time"
"GEN24_1021207","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021208","1 - Not at all","1 - Never"
"GEN24_1021212","1 - Not at all","1 - Never"
"GEN24_1021214","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021218","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021226","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021227","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021229","1 - Not at all","1 - Never"
"GEN24_1021232","3 - Fairly","4 - Always"
"GEN24_1021233","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021240","1 - Not at all","1 - Never"
"GEN24_1021243","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021248","1 - Not at all","1 - Never"
"GEN24_1021250","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1021257","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021271","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021273","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021275","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021278","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021281","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021287","1 - Not at all","1 - Never"
"GEN24_1021290","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021292","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021295","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021296","1 - Not at all","4 - Always"
"GEN24_1021297","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021300","1 - Not at all","1 - Never"
"GEN24_1021303","1 - Not at all","2 - Sometimes"
"GEN24_1021308","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021313","1 - Not at all","1 - Never"
"GEN24_1021314","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021317","1 - Not at all","1 - Never"
"GEN24_1021321","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021322","1 - Not at all","1 - Never"
"GEN24_1021324","1 - Not at all","Not sure"
"GEN24_1021329","1 - Not at all","1 - Never"
"GEN24_1021330","4 - Very","1 - Never"
"GEN24_1021334","1 - Not at all","2 - Sometimes"
"GEN24_1021344","1 - Not at all","1 - Never"
"GEN24_1021347","1 - Not at all","1 - Never"
"GEN24_1021348","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021350","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021352","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021356","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021362","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021363","1 - Not at all","1 - Never"
"GEN24_1021365","1 - Not at all","1 - Never"
"GEN24_1021373","1 - Not at all","4 - Always"
"GEN24_1021383","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1021384","1 - Not at all","1 - Never"
"GEN24_1021396","1 - Not at all","1 - Never"
"GEN24_1021401","1 - Not at all","2 - Sometimes"
"GEN24_1021403","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021405","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021406","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021408","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021409","2 - Not very","1 - Never"
"GEN24_1021413","1 - Not at all","1 - Never"
"GEN24_1021419","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1021420","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021428","2 - Not very","1 - Never"
"GEN24_1021430","1 - Not at all","1 - Never"
"GEN24_1021434","1 - Not at all","Not sure"
"GEN24_1021446","1 - Not at all","1 - Never"
"GEN24_1021460","1 - Not at all","Not sure"
"GEN24_1021462","1 - Not at all","1 - Never"
"GEN24_1021468","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021482","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021485","1 - Not at all","1 - Never"
"GEN24_1021488","1 - Not at all","1 - Never"
"GEN24_1021491","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021492","2 - Not very","1 - Never"
"GEN24_1021495","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1021496","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1021498","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021501","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021505","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021514","1 - Not at all","3 - Most of the time"
"GEN24_1021516","1 - Not at all","1 - Never"
"GEN24_1021517","1 - Not at all","1 - Never"
"GEN24_1021518","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021520","2 - Not very","1 - Never"
"GEN24_1021521","2 - Not very","2 - Sometimes"
"GEN24_1021534","1 - Not at all","1 - Never"
"GEN24_1021539","1 - Not at all","1 - Never"
"GEN24_1021540","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021542","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1021546","1 - Not at all","1 - Never"
"GEN24_1021548","1 - Not at all","Not sure"
"GEN24_1021552","1 - Not at all","1 - Never"
"GEN24_1021555","1 - Not at all","Not sure"
"GEN24_1021558","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021561","2 - Not very","2 - Sometimes"
"GEN24_1021563","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021565","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1021567","1 - Not at all","3 - Most of the time"
"GEN24_1021569","1 - Not at all","1 - Never"
"GEN24_1021574","3 - Fairly","2 - Sometimes"
"GEN24_1021580","2 - Not very","1 - Never"
"GEN24_1021586","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021594","1 - Not at all","3 - Most of the time"
"GEN24_1021601","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021604","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1021607","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021614","1 - Not at all","1 - Never"
"GEN24_1021616","1 - Not at all","1 - Never"
"GEN24_1021620","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021636","1 - Not at all","2 - Sometimes"
"GEN24_1021643","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021644","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021653","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021657","1 - Not at all","1 - Never"
"GEN24_1021658","2 - Not very","1 - Never"
"GEN24_1021668","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021672","1 - Not at all","1 - Never"
"GEN24_1021680","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021686","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1021689","1 - Not at all","1 - Never"
"GEN24_1021691","2 - Not very","3 - Most of the time"
"GEN24_1021694","1 - Not at all","Not sure"
