"response_id","drive_yourself","driving_information"
"GEN24_1013068","Yes","I did not receive any information"
"GEN24_1013075","Yes","While in New Zealand"
"GEN24_1013079","Yes","I did not receive any information"
"GEN24_1013102","No",NA
"GEN24_1013103","No",NA
"GEN24_1013120","Yes","I did not receive any information"
"GEN24_1013125","Yes","Before arriving in New Zealand"
"GEN24_1013140","Yes","While in New Zealand"
"GEN24_1013141","Yes","Before arriving in New Zealand"
"GEN24_1013142","No",NA
"GEN24_1013145","No",NA
"GEN24_1013151","Yes","While in New Zealand"
"GEN24_1013152","No",NA
"GEN24_1013153","Yes","Before arriving in New Zealand"
"GEN24_1013156","Yes","Before arriving in New Zealand"
"GEN24_1013156","Yes","While in New Zealand"
"GEN24_1013158","Yes","I did not receive any information"
"GEN24_1013159","No",NA
"GEN24_1013160","Yes","I did not receive any information"
"GEN24_1013163","Yes","I did not receive any information"
"GEN24_1013165","Yes","I did not receive any information"
"GEN24_1013169","Yes","I did not receive any information"
"GEN24_1013173","Yes","Before arriving in New Zealand"
"GEN24_1013175","No",NA
"GEN24_1013176","No",NA
"GEN24_1013179","Yes","Before arriving in New Zealand"
"GEN24_1013181","Yes","I did not receive any information"
"GEN24_1013190","No",NA
"GEN24_1013192","No",NA
"GEN24_1013194","Yes","Before arriving in New Zealand"
"GEN24_1013196","No",NA
"GEN24_1013200","Yes","I did not receive any information"
"GEN24_1013201","Yes","Before arriving in New Zealand"
"GEN24_1013203","No",NA
"GEN24_1013204","Yes","Before arriving in New Zealand"
"GEN24_1013209","Yes","Before arriving in New Zealand"
"GEN24_1013209","Yes","While in New Zealand"
"GEN24_1013220","No",NA
"GEN24_1013223","Yes","I did not receive any information"
"GEN24_1013230","Yes","I did not receive any information"
"GEN24_1013232","Yes","Before arriving in New Zealand"
"GEN24_1013232","Yes","While in New Zealand"
"GEN24_1013252","No",NA
"GEN24_1013261","Yes","I did not receive any information"
"GEN24_1013271","No",NA
"GEN24_1013278","Yes","I did not receive any information"
"GEN24_1013280","No",NA
"GEN24_1013287","Yes","Before arriving in New Zealand"
"GEN24_1013289","Yes","While in New Zealand"
"GEN24_1013294","Yes","I did not receive any information"
"GEN24_1013295","Yes","I did not receive any information"
"GEN24_1013296","Yes","Before arriving in New Zealand"
"GEN24_1013304","Yes","While in New Zealand"
"GEN24_1013305","Yes","I did not receive any information"
"GEN24_1013306","No",NA
"GEN24_1013320","No",NA
"GEN24_1013325","Yes","I did not receive any information"
"GEN24_1013326","Yes","I did not receive any information"
"GEN24_1013329","Yes","I did not receive any information"
"GEN24_1013331","Yes","I did not receive any information"
"GEN24_1013337","No",NA
"GEN24_1013338","Yes","I did not receive any information"
"GEN24_1013340","No",NA
"GEN24_1013355","Yes","I did not receive any information"
"GEN24_1013358","Yes","Before arriving in New Zealand"
"GEN24_1013368","Yes","I did not receive any information"
"GEN24_1013374","Yes","I did not receive any information"
"GEN24_1013378","No",NA
"GEN24_1013383","Yes","I did not receive any information"
"GEN24_1013386","Yes","I did not receive any information"
"GEN24_1013394","Yes","I did not receive any information"
"GEN24_1013405","Yes","I did not receive any information"
"GEN24_1013407","Yes","I did not receive any information"
"GEN24_1013414","No",NA
"GEN24_1013416","No",NA
"GEN24_1013418","Yes","I did not receive any information"
"GEN24_1013424","No",NA
"GEN24_1013435","No",NA
"GEN24_1013440","No",NA
"GEN24_1013441","Yes","I did not receive any information"
"GEN24_1013444","Yes","While in New Zealand"
"GEN24_1013450","Yes","I did not receive any information"
"GEN24_1013456","Yes","I did not receive any information"
"GEN24_1013457","Yes","I did not receive any information"
"GEN24_1013460","Yes","Before arriving in New Zealand"
"GEN24_1013464","No",NA
"GEN24_1013467","Yes","Before arriving in New Zealand"
"GEN24_1013469","Yes","Before arriving in New Zealand"
"GEN24_1013481","No",NA
"GEN24_1013482","Yes","Before arriving in New Zealand"
"GEN24_1013483","No",NA
"GEN24_1013488","Yes","I did not receive any information"
"GEN24_1013491","Yes","I did not receive any information"
"GEN24_1013499","Yes","I did not receive any information"
"GEN24_1013511","Yes","I did not receive any information"
"GEN24_1013513","No",NA
"GEN24_1013515","Yes","While in New Zealand"
"GEN24_1013517","Yes","Before arriving in New Zealand"
"GEN24_1013517","Yes","While in New Zealand"
"GEN24_1013521","Yes","Before arriving in New Zealand"
"GEN24_1013523","Yes","Before arriving in New Zealand"
"GEN24_1013526","No",NA
"GEN24_1013531","No",NA
"GEN24_1013548","Yes","Before arriving in New Zealand"
"GEN24_1013551","Yes","While in New Zealand"
"GEN24_1013561","Yes","Before arriving in New Zealand"
"GEN24_1013565","Yes","Before arriving in New Zealand"
"GEN24_1013579","Yes","While in New Zealand"
"GEN24_1013583","Yes","While in New Zealand"
"GEN24_1013584","Yes","Before arriving in New Zealand"
"GEN24_1013590","Yes","Before arriving in New Zealand"
"GEN24_1013591","Yes","I did not receive any information"
"GEN24_1013596","Yes","I did not receive any information"
"GEN24_1013606","Yes","While in New Zealand"
"GEN24_1013610","No",NA
"GEN24_1013615","No",NA
"GEN24_1013616","Yes","I did not receive any information"
"GEN24_1013622","Yes","Before arriving in New Zealand"
"GEN24_1013622","Yes","While in New Zealand"
"GEN24_1013624","Yes","Before arriving in New Zealand"
"GEN24_1013627","No",NA
"GEN24_1013630","No",NA
"GEN24_1013632","Yes","I did not receive any information"
"GEN24_1013639","Yes","I did not receive any information"
"GEN24_1013647","Yes","I did not receive any information"
"GEN24_1013649","No",NA
"GEN24_1013650","Yes","Before arriving in New Zealand"
"GEN24_1013650","Yes","While in New Zealand"
"GEN24_1013658","Yes","Before arriving in New Zealand"
"GEN24_1013659","No",NA
"GEN24_1013662","Yes","I did not receive any information"
"GEN24_1013663","Yes","I did not receive any information"
"GEN24_1013667","Yes","While in New Zealand"
"GEN24_1013671","Yes","Before arriving in New Zealand"
"GEN24_1013677","No",NA
"GEN24_1013696","Yes","I did not receive any information"
"GEN24_1013702","Yes","I did not receive any information"
"GEN24_1013707","Yes","I did not receive any information"
"GEN24_1013708","Yes","I did not receive any information"
"GEN24_1013710","Yes","Before arriving in New Zealand"
"GEN24_1013711","Can’t remember",NA
"GEN24_1013718","Yes","I did not receive any information"
"GEN24_1013720","No",NA
"GEN24_1013722","Yes","While in New Zealand"
"GEN24_1013727","No",NA
"GEN24_1013737","No",NA
"GEN24_1013741","Yes","I did not receive any information"
"GEN24_1013742","Yes","I did not receive any information"
"GEN24_1013746","Yes","I did not receive any information"
"GEN24_1013747","Yes","Before arriving in New Zealand"
"GEN24_1013748","Yes","I did not receive any information"
"GEN24_1013751","No",NA
"GEN24_1013753","No",NA
"GEN24_1013754","Yes","Before arriving in New Zealand"
"GEN24_1013757","Yes","I did not receive any information"
"GEN24_1013758","No",NA
"GEN24_1013759","No",NA
"GEN24_1013761","Yes","Before arriving in New Zealand"
"GEN24_1013762","No",NA
"GEN24_1013779","Yes","I did not receive any information"
"GEN24_1013781","No",NA
"GEN24_1013788","Yes","I did not receive any information"
"GEN24_1013794","Yes","Before arriving in New Zealand"
"GEN24_1013795","Yes","I did not receive any information"
"GEN24_1013798","Yes","While in New Zealand"
"GEN24_1013799","Yes","Before arriving in New Zealand"
"GEN24_1013799","Yes","While in New Zealand"
"GEN24_1013804","Yes","While in New Zealand"
"GEN24_1013806","No",NA
"GEN24_1013815","Yes","While in New Zealand"
"GEN24_1013818","Yes","Before arriving in New Zealand"
"GEN24_1013818","Yes","While in New Zealand"
"GEN24_1013819","No",NA
"GEN24_1013822","Yes","Before arriving in New Zealand"
"GEN24_1013822","Yes","While in New Zealand"
"GEN24_1013823","Yes","I did not receive any information"
"GEN24_1013825","Yes","While in New Zealand"
"GEN24_1013827","Yes","Before arriving in New Zealand"
"GEN24_1013827","Yes","While in New Zealand"
"GEN24_1013830","Yes","While in New Zealand"
"GEN24_1013831","Yes","I did not receive any information"
"GEN24_1013833","Yes","I did not receive any information"
"GEN24_1013834","No",NA
"GEN24_1013844","Yes","I did not receive any information"
"GEN24_1013849","No",NA
"GEN24_1013852","Yes","Before arriving in New Zealand"
"GEN24_1013857","No",NA
"GEN24_1013858","No",NA
"GEN24_1013859","Yes","Before arriving in New Zealand"
"GEN24_1013860","Yes","Before arriving in New Zealand"
"GEN24_1013860","Yes","While in New Zealand"
"GEN24_1013861","Yes","While in New Zealand"
"GEN24_1013869","Yes","While in New Zealand"
"GEN24_1013872","Yes","Before arriving in New Zealand"
"GEN24_1013872","Yes","While in New Zealand"
"GEN24_1013882","No",NA
"GEN24_1013883","Yes","Before arriving in New Zealand"
"GEN24_1013885","Yes","Before arriving in New Zealand"
"GEN24_1013886","Yes","I did not receive any information"
"GEN24_1013888","Yes","I did not receive any information"
"GEN24_1013892","Yes","While in New Zealand"
"GEN24_1013907","Yes","I did not receive any information"
"GEN24_1013911","Yes","I did not receive any information"
"GEN24_1013912","Yes","I did not receive any information"
"GEN24_1013913","No",NA
"GEN24_1013926","Yes","I did not receive any information"
"GEN24_1013927","No",NA
"GEN24_1013931","No",NA
"GEN24_1013932","Yes","While in New Zealand"
"GEN24_1013935","Yes","While in New Zealand"
"GEN24_1013936","Yes","While in New Zealand"
"GEN24_1013943","No",NA
"GEN24_1013946","Yes","Before arriving in New Zealand"
"GEN24_1013946","Yes","While in New Zealand"
"GEN24_1013947","Yes","I did not receive any information"
"GEN24_1013948","No",NA
"GEN24_1013949","Yes","While in New Zealand"
"GEN24_1013951","Yes","Before arriving in New Zealand"
"GEN24_1013951","Yes","While in New Zealand"
"GEN24_1013952","Yes","I did not receive any information"
"GEN24_1013956","Yes","I did not receive any information"
"GEN24_1013964","No",NA
"GEN24_1013972","Yes","I did not receive any information"
"GEN24_1013990","Yes","I did not receive any information"
"GEN24_1013994","Yes","I did not receive any information"
"GEN24_1013999","No",NA
"GEN24_1014004","No",NA
"GEN24_1014007","Yes","I did not receive any information"
"GEN24_1014012","Yes","I did not receive any information"
"GEN24_1014014","Yes","Before arriving in New Zealand"
"GEN24_1014025","Yes","I did not receive any information"
"GEN24_1014029","No",NA
"GEN24_1014030","Yes","Before arriving in New Zealand"
"GEN24_1014032","Yes","I did not receive any information"
"GEN24_1014037","Yes","I did not receive any information"
"GEN24_1014043","No",NA
"GEN24_1014046","No",NA
"GEN24_1014047","No",NA
"GEN24_1014050","No",NA
"GEN24_1014054","Yes","Before arriving in New Zealand"
"GEN24_1014054","Yes","While in New Zealand"
"GEN24_1014066","Yes","I did not receive any information"
"GEN24_1014077","Yes","Before arriving in New Zealand"
"GEN24_1014086","Yes","I did not receive any information"
"GEN24_1014088","Yes","I did not receive any information"
"GEN24_1014093","Yes","Before arriving in New Zealand"
"GEN24_1014094","No",NA
"GEN24_1014098","No",NA
"GEN24_1014104","No",NA
"GEN24_1014115","Yes","I did not receive any information"
"GEN24_1014116","No",NA
"GEN24_1014118","Yes","Before arriving in New Zealand"
"GEN24_1014132","Yes","Before arriving in New Zealand"
"GEN24_1014139","Yes","I did not receive any information"
"GEN24_1014140","Yes","While in New Zealand"
"GEN24_1014147","Yes","I did not receive any information"
"GEN24_1014149","No",NA
"GEN24_1014150","Yes","Before arriving in New Zealand"
"GEN24_1014153","Yes","Before arriving in New Zealand"
"GEN24_1014157","Yes","Before arriving in New Zealand"
"GEN24_1014161","No",NA
"GEN24_1014166","No",NA
"GEN24_1014167","Yes","I did not receive any information"
"GEN24_1014172","Yes","I did not receive any information"
"GEN24_1014176","Yes","Before arriving in New Zealand"
"GEN24_1014177","Yes","I did not receive any information"
"GEN24_1014187","Yes","Before arriving in New Zealand"
"GEN24_1014187","Yes","While in New Zealand"
"GEN24_1014191","Yes","While in New Zealand"
"GEN24_1014194","Yes","While in New Zealand"
"GEN24_1014197","Yes","I did not receive any information"
"GEN24_1014201","Yes","I did not receive any information"
"GEN24_1014207","Yes","I did not receive any information"
"GEN24_1014215","No",NA
"GEN24_1014218","Yes","Before arriving in New Zealand"
"GEN24_1014218","Yes","While in New Zealand"
"GEN24_1014219","Yes","Before arriving in New Zealand"
"GEN24_1014223","No",NA
"GEN24_1014224","Yes","I did not receive any information"
"GEN24_1014234","Yes","Before arriving in New Zealand"
"GEN24_1014234","Yes","While in New Zealand"
"GEN24_1014236","Yes","I did not receive any information"
"GEN24_1014245","No",NA
"GEN24_1014249","Yes","Before arriving in New Zealand"
"GEN24_1014252","No",NA
"GEN24_1014253","No",NA
"GEN24_1014258","Yes","While in New Zealand"
"GEN24_1014264","Yes","I did not receive any information"
"GEN24_1014274","Yes","I did not receive any information"
"GEN24_1014275","Yes","While in New Zealand"
"GEN24_1014287","No",NA
"GEN24_1014288","Yes","I did not receive any information"
"GEN24_1014290","No",NA
"GEN24_1014298","Yes","I did not receive any information"
"GEN24_1014303","Yes","While in New Zealand"
"GEN24_1014305","Yes","I did not receive any information"
"GEN24_1014308","No",NA
"GEN24_1014309","Yes","I did not receive any information"
"GEN24_1014314","No",NA
"GEN24_1014318","Yes","I did not receive any information"
"GEN24_1014322","Yes","I did not receive any information"
"GEN24_1014330","Yes","I did not receive any information"
"GEN24_1014333","Yes","Before arriving in New Zealand"
"GEN24_1014344","Yes","Before arriving in New Zealand"
"GEN24_1014345","Yes","I did not receive any information"
"GEN24_1014348","Yes","I did not receive any information"
"GEN24_1014349","Yes","I did not receive any information"
"GEN24_1014350","Yes","I did not receive any information"
"GEN24_1014351","No",NA
"GEN24_1014358","No",NA
"GEN24_1014382","No",NA
"GEN24_1014384","Yes","While in New Zealand"
"GEN24_1014386","No",NA
"GEN24_1014389","No",NA
"GEN24_1014392","Yes","I did not receive any information"
"GEN24_1014400","Yes","Before arriving in New Zealand"
"GEN24_1014410","Yes","Before arriving in New Zealand"
"GEN24_1014410","Yes","While in New Zealand"
"GEN24_1014418","Yes","Before arriving in New Zealand"
"GEN24_1014419","No",NA
"GEN24_1014421","Yes","I did not receive any information"
"GEN24_1014423","Yes","Before arriving in New Zealand"
"GEN24_1014424","No",NA
"GEN24_1014433","No",NA
"GEN24_1014436","Yes","I did not receive any information"
"GEN24_1014443","Yes","Before arriving in New Zealand"
"GEN24_1014443","Yes","While in New Zealand"
"GEN24_1014444","Yes","Before arriving in New Zealand"
"GEN24_1014444","Yes","While in New Zealand"
"GEN24_1014454","Yes","I did not receive any information"
"GEN24_1014476","Yes","I did not receive any information"
"GEN24_1014477","No",NA
"GEN24_1014483","Yes","While in New Zealand"
"GEN24_1014491","Yes","Before arriving in New Zealand"
"GEN24_1014499","No",NA
"GEN24_1014505","No",NA
"GEN24_1014507","Yes","I did not receive any information"
"GEN24_1014511","Yes","I did not receive any information"
