response_id,environment_availability_of_public_facilities_toilets_rubbish_bins_etc,environment_feeling_of_safety,environment_feeling_welcomed,environment_natural_scenery_wilderness,environment_protection_of_natural_resources,environment_protection_of_wildlife_whales_penguins_albatross_kiwi_etc,environment_quality_of_drinking_water,environment_quality_of_flowing_water_rivers_streams_sea,environment_quality_of_the_air
GEN24_1007543,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007544,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007546,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007547,NA,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,NA,4 - Good,4 - Good,5 - Very Good
GEN24_1007558,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1007559,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,4 - Good
GEN24_1007560,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,NA,5 - Very Good
GEN24_1007561,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good,4 - Good
GEN24_1007569,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007572,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007573,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007574,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007576,3 - Neither good nor poor,2 - Poor,NA,2 - Poor,3 - Neither good nor poor,4 - Good,3 - Neither good nor poor,NA,3 - Neither good nor poor
GEN24_1007581,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,NA,4 - Good
GEN24_1007582,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1007583,3 - Neither good nor poor,NA,4 - Good,NA,NA,NA,NA,NA,4 - Good
GEN24_1007592,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,2 - Poor,5 - Very Good,5 - Very Good
GEN24_1007601,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1007603,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1007611,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007626,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good
GEN24_1007633,NA,4 - Good,4 - Good,NA,NA,NA,4 - Good,NA,4 - Good
GEN24_1007636,3 - Neither good nor poor,3 - Neither good nor poor,4 - Good,3 - Neither good nor poor,3 - Neither good nor poor,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good
GEN24_1007638,4 - Good,4 - Good,4 - Good,5 - Very Good,NA,NA,NA,NA,5 - Very Good
GEN24_1007643,3 - Neither good nor poor,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007645,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1007646,NA,3 - Neither good nor poor,4 - Good,4 - Good,NA,NA,NA,NA,4 - Good
GEN24_1007647,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007649,3 - Neither good nor poor,4 - Good,4 - Good,3 - Neither good nor poor,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good,4 - Good
GEN24_1007650,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007654,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007656,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007659,3 - Neither good nor poor,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,NA,3 - Neither good nor poor,5 - Very Good,4 - Good
GEN24_1007661,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007662,NA,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,4 - Good,4 - Good,5 - Very Good
GEN24_1007688,4 - Good,4 - Good,5 - Very Good,4 - Good,2 - Poor,3 - Neither good nor poor,3 - Neither good nor poor,2 - Poor,4 - Good
GEN24_1007692,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007697,NA,2 - Poor,4 - Good,3 - Neither good nor poor,NA,NA,NA,NA,4 - Good
GEN24_1007699,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good
GEN24_1007703,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1007715,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1007717,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007719,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good
GEN24_1007722,3 - Neither good nor poor,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,NA,4 - Good,4 - Good
GEN24_1007724,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007727,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good
GEN24_1007730,NA,3 - Neither good nor poor,4 - Good,3 - Neither good nor poor,NA,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor
GEN24_1007731,4 - Good,4 - Good,3 - Neither good nor poor,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,4 - Good
GEN24_1007737,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good
GEN24_1007738,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,4 - Good
GEN24_1007747,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,3 - Neither good nor poor
GEN24_1007750,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007754,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_1007755,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good
GEN24_1007756,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1007757,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007767,3 - Neither good nor poor,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1007771,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007779,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007781,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007783,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1007786,5 - Very Good,4 - Good,4 - Good,5 - Very Good,NA,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1007787,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007791,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007793,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_1007799,4 - Good,4 - Good,3 - Neither good nor poor,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good
GEN24_1007804,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007811,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,2 - Poor,5 - Very Good,5 - Very Good
GEN24_1007812,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007813,NA,3 - Neither good nor poor,2 - Poor,5 - Very Good,NA,NA,4 - Good,NA,4 - Good
GEN24_1007824,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,NA,NA,5 - Very Good,5 - Very Good
GEN24_1007826,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007828,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007855,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,NA,5 - Very Good,4 - Good,4 - Good
GEN24_1007856,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1007857,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007859,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007861,4 - Good,4 - Good,4 - Good,NA,NA,NA,4 - Good,NA,4 - Good
GEN24_1007862,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,NA,NA,4 - Good
GEN24_1007865,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1007866,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007868,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1007875,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,NA,5 - Very Good
GEN24_1007884,4 - Good,4 - Good,4 - Good,5 - Very Good,NA,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007902,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,NA,5 - Very Good,NA,5 - Very Good
GEN24_1007908,5 - Very Good,5 - Very Good,2 - Poor,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_1007911,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good
GEN24_1007914,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good
GEN24_1007917,NA,NA,4 - Good,4 - Good,NA,NA,4 - Good,NA,NA
GEN24_1007918,3 - Neither good nor poor,4 - Good,NA,NA,NA,NA,4 - Good,NA,5 - Very Good
GEN24_1007919,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1007921,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1007925,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1007930,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,NA,4 - Good,4 - Good,5 - Very Good
GEN24_1007941,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007947,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1007949,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007950,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007955,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007958,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007966,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007972,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1007975,NA,4 - Good,4 - Good,NA,NA,NA,4 - Good,NA,4 - Good
GEN24_1007976,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007985,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1007996,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1008000,4 - Good,5 - Very Good,5 - Very Good,NA,NA,NA,4 - Good,5 - Very Good,4 - Good
GEN24_1008009,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,NA,4 - Good
GEN24_1008016,3 - Neither good nor poor,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1008021,2 - Poor,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,NA,4 - Good
GEN24_1008027,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1008038,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008041,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008046,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008049,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1008051,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_1008056,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008057,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008061,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good
GEN24_1008068,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008073,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008075,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,NA,5 - Very Good,5 - Very Good
GEN24_1008079,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_1008081,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1008086,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008089,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008091,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008092,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008094,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008121,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008123,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008124,4 - Good,4 - Good,4 - Good,4 - Good,NA,NA,5 - Very Good,4 - Good,4 - Good
GEN24_1008132,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_1008135,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,3 - Neither good nor poor,5 - Very Good
GEN24_1008141,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008142,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008143,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good
GEN24_1008144,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008145,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1008147,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1008153,3 - Neither good nor poor,4 - Good,5 - Very Good,NA,NA,NA,4 - Good,4 - Good,NA
GEN24_1008154,4 - Good,5 - Very Good,4 - Good,5 - Very Good,NA,NA,4 - Good,4 - Good,5 - Very Good
GEN24_1008160,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008164,3 - Neither good nor poor,4 - Good,5 - Very Good,NA,NA,NA,5 - Very Good,NA,4 - Good
GEN24_1008168,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1008171,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008175,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008176,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008192,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008194,5 - Very Good,4 - Good,4 - Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008201,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1008214,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1008222,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,1 - Very Poor
GEN24_1008233,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008234,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008237,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008238,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008241,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,NA,NA,5 - Very Good,5 - Very Good,3 - Neither good nor poor
GEN24_1008255,5 - Very Good,4 - Good,3 - Neither good nor poor,5 - Very Good,4 - Good,NA,5 - Very Good,5 - Very Good,4 - Good
GEN24_1008261,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1008268,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008274,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008277,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008278,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,2 - Poor,3 - Neither good nor poor,5 - Very Good
GEN24_1008286,3 - Neither good nor poor,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good
GEN24_1008288,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1008298,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,NA,4 - Good,4 - Good,5 - Very Good
GEN24_1008303,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1008305,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1008308,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008309,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1008310,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good
GEN24_1008311,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good
GEN24_1008313,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1008317,4 - Good,4 - Good,3 - Neither good nor poor,NA,4 - Good,NA,4 - Good,4 - Good,4 - Good
